Date,Open,High,Low,Close,Adj Close,Volume
2006-05-01,12289.200195,12307.500000,12204.200195,12234.599609,12234.599609,139837700
2006-05-02,12241.000000,12286.000000,12228.700195,12274.500000,12274.500000,202975300
2006-05-03,12293.400391,12305.599609,12153.700195,12196.200195,12196.200195,184259500
2006-05-04,12161.700195,12220.000000,12125.900391,12125.900391,12125.900391,184077900
2006-05-05,12166.299805,12271.000000,12125.900391,12270.099609,12270.099609,193116100
2006-05-08,12280.299805,12294.200195,12198.200195,12294.200195,12294.200195,217378400
2006-05-09,12294.900391,12385.099609,12285.799805,12328.200195,12328.200195,217622100
2006-05-10,12318.400391,12349.200195,12278.400391,12316.299805,12316.299805,228063200
2006-05-11,12397.000000,12420.599609,12161.000000,12165.400391,12165.400391,261046600
2006-05-12,12141.599609,12165.400391,11990.500000,12038.099609,12038.099609,196868800
2006-05-15,11881.000000,12038.099609,11741.900391,11831.700195,11831.700195,209824900
2006-05-16,11849.400391,11934.700195,11745.599609,11829.400391,11829.400391,206093700
2006-05-17,11837.200195,11853.700195,11629.700195,11640.599609,11640.599609,210901600
2006-05-18,11669.000000,11697.299805,11537.900391,11540.000000,11540.000000,203113900
2006-05-19,11483.500000,11591.299805,11402.200195,11545.799805,11545.799805,201342000
2006-05-23,11544.599609,11663.299805,11538.299805,11539.900391,11539.900391,202591900
2006-05-24,11478.900391,11539.900391,11345.099609,11423.900391,11423.900391,191782300
2006-05-25,11488.000000,11653.000000,11423.900391,11653.000000,11653.000000,170224700
2006-05-26,11718.500000,11766.700195,11653.000000,11762.799805,11762.799805,150004400
2006-05-29,11774.799805,11861.299805,11762.799805,11845.500000,11845.500000,56503000
2006-05-30,11888.599609,11888.599609,11701.799805,11705.400391,11705.400391,158317000
2006-05-31,11717.200195,11806.099609,11702.200195,11744.500000,11744.500000,309395200
